date,agency,subject,message,station,cause
11/9/22 5:06 PM,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we investigate why a train's brakes activated at Wall St.,Wall St,brake
11/9/22 4:57 PM,NYC,"BKLYN, C Train, Local to Express","Northbound C trains are running express from Broadway Junction to Hoyt St while we investigate why a train's brakes activated at Broadway Junction. If your stop is skipped, take a southbound train. Expect delays in A service.",Broadway Junction,brake
11/9/22 4:52 PM,NYC,"BKLYN, 3 Train, Delays",Southbound 3 trains are delayed while we request NYPD assistance with an unauthorized person on the tracks near Crown Hts-Utica Av.,Crown Hts-Utica Av,unauthorized person
11/9/22 4:42 PM,NYC,"MANH, 4, 5, and 6 Trains, Delays",4/5/6 trains are delayed in both directions while we investigate a loss of third rail power near 51 St.,51 St,rail
11/9/22 4:20 PM,NYC,"QNS, F Train, Express to Local",Southbound F trains are running on the local track from Jamaica-179 St to Briarwood while we address a switch problem at Jamaica-179 St.,Jamaica-179 St,switch
11/9/22 4:13 PM,NYC,"1, 2, 3, 4, and 5 Trains, Delays",1/2/3/4/5 trains are running with delays in both directions. What Happened? Emergency teams responded to a person who was struck by a train at 66 St-Lincoln Center. FDNY responded to a report of smoke near 135 St. Additional Service Updates: Southbound 1 trains have resumed making local stops from 96 St to Times Sq-42 St.,66 St-Lincoln Center,struck by a train
11/9/22 4:07 PM,NYC,"MANH, 7 Train, Delays",7 trains are delayed entering/leaving 34 St-Hudson Yards while EMS responds to a person in need at that station.,34 St-Hudson Yards while EMS responds to a person in need at that station,EMS
11/9/22 3:14 PM,NYC,"MANH, L Train, Delays",L trains are delayed in both directions while NYPD conducts an investigation at 14 St-Union Sq.,14 St-Union Sq,investigation
11/9/22 2:14 PM,NYC,"MANH, 1, 2, and 3 Trains, Multiple Changes","3 train service is suspended. Southbound 1 trains are running express from 96 St to Times Sq-42 St. What's Happening? Emergency teams are responding to a person who was struck by a train at 66 St-Lincoln Center. Additional Service Changes and Alternatives: For service to/from bypassed stations, take a northbound train. Expect delays in 1/2 service while trains share tracks. For service between New Lots Av and Crown Hts-Utica Av, take nearby B14 or B15 buses. Transfer to a 4 at Utica Av for continued service to Manhattan.",66 St-Lincoln Center,struck by a train
11/9/22 2:14 PM,NYC,"MANH, N, R, and W Trains, Stations Skipped",Southbound N/R/W trains are bypassing 49 St while EMS responds to someone in need of medical help at that station.,that station,EMS
11/9/22 2:06 PM,NYC,"MANH, A, B, C, D, and E Trains, Delays",A/B/C/D trains are running with extensive delays in both directions after we moved a train with a mechanical problem at 125 St.,125 St,mechanical problem
11/9/22 2:03 PM,NYC,"MANH, 1 Train, Delays","Southbound 1 trains are running express from 96 St to Times Sq-42 St. For service to/from bypassed stations, take a northbound train. What's Happening? Emergency teams are responding to a person who was struck by a train at 66 St-Lincoln Center. Expect delays in 1/2/3 service while trains share tracks.",66 St-Lincoln Center,struck by a train
11/9/22 1:12 PM,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we request FDNY assistance to investigate a report of smoke at 135 St.,135 St,FDNY assistance
11/9/22 12:58 PM,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are running with delays after we moved a train that had its brakes activated near Canal St.,Canal St,brake
11/9/22 12:20 PM,NYC,"BX, 2 and 5 Trains, Delays",Northbound 2/5 trains are delayed while NYPD responds to an unauthorized person on the tracks at Freeman St.,Freeman St,unauthorized person
11/9/22 11:39 AM,NYC,"MANH, A and D Trains, Express to Local",Northbound A/D trains are running on the local track from 59 St-Columbus Circle to 125 St. We're troubleshooting a mechanical problem on a train at 125 St.,125 St,mechanical problem
11/9/22 10:50 AM,NYC,"BKLYN, Q Train, Delays",You may wait longer for a northbound Q train after we removed two trains with mechanical problems from service at Coney Island-Stillwell Av.,Coney Island-Stillwell Av,mechanical problem
11/9/22 10:41 AM,NYC,"QNS, E and F Trains, Delays",E/F trains are running with delays in both directions after we addressed a switch problem at Briarwood. Southbound E trains have resumed making their regular stops.,Briarwood,switch
11/9/22 10:01 AM,NYC,"BKLYN, F and G Trains, Delays",Southbound F/G trains are running with delays after FDNY extinguished a track fire near 15 St-Prospect Park. Southbound F/G trains have resumed making their regular stops.,15 St-Prospect Park,fire
11/9/22 9:44 AM,NYC,"QNS, 7 Train, Local to Express","Flushing-bound 7 trains are running express from Queensboro Plaza to 74 St-Broadway while we remove a train with a door problem from service at 52 St. For service to/from bypassed stations, take a Hudson Yards-bound 7 train.",52 St,remove a train
11/9/22 9:43 AM,NYC,"BKLYN, F and G Trains, Local to Express",Southbound F/G trains are running express from Smith-9 Sts to Church Av while FDNY responds to a track fire near 15 St-Prospect Park.,15 St-Prospect Park,fire
11/9/22 9:31 AM,NYC,"BX, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train with a mechanical problem from service at 3 Av-138 St.,3 Av-138 St,remove a train
11/9/22 9:25 AM,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are delayed while we request EMS assistance for a passenger on a train at Brooklyn Bridge-City Hall.,Brooklyn Bridge-City Hall,EMS
11/9/22 8:51 AM,NYC,"QNS, M and R Trains, Delays",Southbound M/R trains are delayed while EMS responds to someone in need of medical help at Queens Plaza.,Queens Plaza,EMS
11/9/22 8:11 AM,NYC,"QNS, E and F Trains, Multiple Changes",Southbound E trains are running on the local track from Briarwood to Kew Gardens-Union Tpke while we address a switch problem at Briarwood. Southbound F trains are delayed while they share the same track with rerouted trains.,Briarwood,switch
11/9/22 7:34 AM,NYC,"BKLYN, F and G Trains, Delays",Northbound F/G trains are running with delays after we removed a train with someone who needs medical help from service at Bergen St.,Bergen St,medical help
11/9/22 7:18 AM,NYC,"QNS, E and M Trains, Delays",Northbound E and 71 Av-bound M trains are delayed while we address a network communication issue near Queens Plaza.,Queens Plaza,communication
11/9/22 4:57 AM,NYC,"QNS, F Train, Delays",Northbound F trains are running with delays after we completed track maintenance near Woodhaven Blvd.,Woodhaven Blvd,track maintenance
11/9/22 3:45 AM,NYC,"MANH, 7 Train, Delays",7 trains are running with delays in both directions while we replace a rail near 34 St-Hudson Yards.,34 St-Hudson Yards,rail
11/9/22 2:44 AM,NYC,"MANH, A and D Trains, Delays",Northbound A/D trains are delayed while we request NYPD and EMS for a person in need at 59 St-Columbus Circle.,59 St-Columbus Circle,EMS
11/9/22 2:39 AM,NYC,"QNS, E and F Trains, Delays",Southbound E/F trains are delayed while we investigate why a train's brakes were activated at Briarwood.,Briarwood,brake
11/9/22 2:35 AM,NYC,"MANH, 1 and 2 Trains, Delays",Southbound 1/2 trains are running with delays after we moved a train that had its brakes activated at Times Sq-42 St.,Times Sq-42 St,brake
11/9/22 2:17 AM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we moved a train that had its brakes activated at 103 St.,103 St,brake
11/9/22 2:03 AM,NYC,"QNS, 7 Train, Delays",7 trains are running with delays in both directions while we address a signal problem near Hunters Point Av.,Hunters Point Av,signal
11/9/22 1:00 AM,NYC,"BKLYN, Q Train, Delays",Southbound Q trains are running with delays after FDNY extinguished a track fire near Parkside Av. Southbound Q trains have resumed making local stops from Prospect Park to Kings Hwy.,Parkside Av,fire
11/9/22 12:51 AM,NYC,"MANH, D Train, Delays",Northbound D trains are running with delays after we removed a train from service at 42 St-Bryant Pk.,42 St-Bryant Pk,
11/9/22 12:21 AM,NYC,"E and F Trains, Delays",E/F trains are delayed in both directions while we perform signal maintenance in Queens.,,signal
11/8/22 11:43 PM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while NYPD and EMS responds to a person in need of medical help at WTC Cortlandt.,WTC Cortlandt,EMS
11/8/22 11:38 PM,NYC,"QNS, Rockaway Park S Train, Delays",H trains are delayed in both directions while we investigate why a train's brakes were activated at Beach 90 St.,Beach 90 St,brake
11/8/22 11:25 PM,NYC,"BKLYN, Q Train, Delays",Southbound Q trains are delayed while FDNY responds to a track fire near Parkside Av.,Parkside Av,fire
11/8/22 10:16 PM,NYC,"BKLYN, MANH, R Train, Delays",Northbound R trains are running with delays after we restored third-rail power at 59 St-Columbus Circle and DeKalb Av.,59 St-Columbus Circle and DeKalb Av,rail
11/8/22 9:56 PM,NYC,"MANH, C Train, Delays",Southbound C trains are running with delays after we moved a train that had its emergency brake cord pulled at 145 St.,145 St,brake
11/8/22 9:55 PM,NYC,"BKLYN, 2, 3, 4, and 5 Trains, Delays",Northbound 2/3/4/5 trains are running with delays are running with delays after NYPD conducted an investigation at Franklin Av-Medgar Evers College.,Franklin Av-Medgar Evers College,investigation
11/8/22 9:01 PM,NYC,"BKLYN, B, D, N, Q, and R Trains, Delays",B/D/N/Q/R trains are running with delays in both directions after we were able to restore third-rail power near DeKalb Av.,DeKalb Av,rail
11/8/22 7:43 PM,NYC,"QNS, N and W Trains, Delays",Southbound N/W trains are delayed while we investigate why a train's brakes activated at Queensboro Plaza.,Queensboro Plaza,brake
11/8/22 7:39 PM,NYC,"MANH, A, B, C, and D Trains, Delays",A/B/C/D trains are delayed in both directions while we investigate a loss of temporary power near 59 St-Columbus Circle.,59 St-Columbus Circle,loss of temporary power
11/8/22 7:26 PM,NYC,"BKLYN, D Train, Slow Speeds",Northbound D trains are running at slower speeds near 36 St while we address a signal malfunction at that station.,slower speeds near 36 St while we address a signal malfunction at that station,signal
11/8/22 7:12 PM,NYC,"BKLYN, B Train, Delays",B trains are delayed entering/leaving Brighton Beach while we work to address a switch malfunction at that station.,Brighton Beach while we work to address a switch malfunction at that station,switch
11/8/22 6:29 PM,NYC,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while NYPD responds to a person being disruptive on a train at Wall St.,Wall St,disruptive
11/8/22 5:54 PM,NYC,"BKLYN, 2 and 5 Trains, Delays",2/5 trains are delayed entering/leaving Flatbush Av-Brooklyn College while EMS responds to a person in need at that station.,Flatbush Av-Brooklyn College while EMS responds to a person in need at that station,EMS
11/8/22 4:55 PM,NYC,"MANH, 6 Train, Delays",6 trains are running with delays in both directions after we requested NYPD assistance with people being disruptive at Brooklyn Bridge-City Hall.,Brooklyn Bridge-City Hall,disruptive
11/8/22 4:39 PM,NYC,"BX, 6 Train, Delays",Northbound 6 trains are delayed while we request NYPD assistance with an unauthorized person on the tracks at 3 Av-138 St.,3 Av-138 St,unauthorized person
11/8/22 4:37 PM,NYC,"MANH, QNS, 7 Train, Delays",34 St-Hudson Yards-bound 7 trains are delayed while we remove debris from the tracks at 33 St-Rawson St.,33 St-Rawson St,remove debris
11/8/22 4:05 PM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are delayed while we address a door problem on a train at Houston St.,Houston St,door
11/8/22 3:54 PM,NYC,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while we request EMS assistance for someone at 14 St-Union Sq.,14 St-Union Sq,EMS
11/8/22 3:39 PM,NYC,"BKLYN, N Train, Delays",Northbound N trains are running with delays after NYPD responded to passengers being disruptive at 86 St.,86 St,disruptive
11/8/22 2:11 PM,NYC,"BX, 4 Train, Delays",Southbound 4 trains are delayed while we request NYPD assistance with an unauthorized person on the tracks at 161 St-Yankee Stadium.,161 St-Yankee Stadium,unauthorized person
11/8/22 1:41 PM,NYC,"QNS, F Train, Delays",Southbound F trains are delayed while we remove a train with a mechanical problem from service at Jamaica-179 St.,Jamaica-179 St,remove a train
11/8/22 1:33 PM,NYC,"BKLYN, N Train, Express to Local",Southbound N trains are running via the local track from 36 St to 59 St while we investigate what caused a train's brakes to activate at 59 St.,59 St,brake
11/8/22 12:26 PM,NYC,"QNS, E and F Trains, Delays",Southbound E/F trains are running with delays after we removed a vandalized train from service at Forest Hills-71 Av.,Forest Hills-71 Av,vandalized
11/8/22 11:24 AM,NYC,"BX, 2 and 5 Trains, Local to Express",Southbound 2/5 trains are running express from E 180 St to 3 Av-149 St while we move work equipment into place at West Farms Sq-E Tremont Av.,West Farms Sq-E Tremont Av,
11/8/22 10:43 AM,NYC,"MANH, N, Q, R, and W Trains, Multiple Changes","Northbound N/R/W trains are disrupted in Manhattan while we perform signal maintenance at 5 Av/59 St. Northbound R trains are running on the Q line from 57 St-7 Av to Lexington Av/63 St, then along the F line to 36 St. Some northbound W trains are running on the Q line from 57 St-7 Av to 96 St. Expect delays in N/Q/R/W service in both directions at this time.",5 Av/59 St,signal
11/8/22 10:26 AM,NYC,"MANH, 1, 2, and 3 Trains, Multiple Changes","Southbound 1 trains running express from 14 St to Chambers St while we investigate what caused a train's brakes to be activated at 14 St. For service to/from bypassed stops, take a northbound train. Expect delays in southbound 2/3 service while they share the track with rerouted trains.",14 St,brake
11/8/22 10:16 AM,NYC,"BX, BKLYN, 2, 4, and 5 Trains, Multiple Changes",Southbound 5 trains are running via the 2 line from 149 St-Grand Concourse to Nevins St. Southbound 4 trains are delayed. We are requesting NYPD assistance for an unauthorized individual on the tracks at Bowling Green. Expect delays in southbound 2 service while they share the track with rerouted trains.,Bowling Green,
11/8/22 9:53 AM,NYC,"E and M Trains, Delays",Northbound E and 71 Av-bound M trains are running with delays after multiple trains had their brakes activated in the tunnel between Manhattan and Queens.,tunnel between Manhattan and Queens,brake
11/8/22 7:48 AM,NYC,"MANH, J Train, Delays",J trains are running with delays in both directions after NYPD removed someone who was being disruptive on a train at Broad St.,Broad St,disruptive
11/8/22 7:43 AM,NYC,"MANH, 1 Train, Local to Express","Southbound 1 trains are running on the express track from 137 St to 96 St while we investigate why a train's brakes were activated at 103 St. For service to/from missed stops, take a northbound train.",103 St,brake
11/8/22 7:42 AM,NYC,"MANH, A Train, Express to Local",Southbound A trains are running on the local track from 59 St-Columbus Circle to Canal St. NYPD is responding to someone who is being disruptive at 59 St-Columbus Circle.,59 St-Columbus Circle,disruptive
11/8/22 7:15 AM,NYC,"MANH, B and D Trains, Delays",Southbound B/D trains are running with delays after we removed a train with a mechanical problem from service at 34 St-Herald Sq.,34 St-Herald Sq,mechanical problem
11/8/22 6:58 AM,NYC,"MANH, J Train, Part Suspended",There is no J service between Broad St and Chambers St while we request NYPD assistance for an individual being disruptive on a train at Broad St. The last stop on Broad St-bound J trains will be Chambers St.,Broad St,disruptive
11/8/22 6:49 AM,NYC,"BKLYN, MANH, F, N, Q, R, and W Trains, Multiple Changes","Northbound R trains running via Q line from 57 St-7 Av to Lexington Av/63 St, then via F to 36 St. Northbound N/W trains are delayed. We are conducting switch maintenance near 5 Av/59 St.",5 Av/59 St,switch
11/8/22 6:41 AM,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are delayed while we investigate a door problem on a train at Canal St.,Canal St,door
11/8/22 6:36 AM,NYC,"QNS, E, M, and R Trains, Delays",Forest Hills-71 Av-bound M/R/E trains are running with delays after we requested NYPD assistance for an individual being disruptive at Roosevelt Ave.,Roosevelt Ave,disruptive
11/8/22 6:08 AM,NYC,"BKLYN, MANH, A and C Trains, Delays",168 St-bound C and Inwood-207 St-bound A trains running with delays after NYPD responded to someone being disruptive on a train at Jay St-MetroTech.,Jay St-MetroTech,disruptive
11/8/22 5:06 AM,NYC,"Q Train, Delays",Northbound Q trains are running with delays after one of our trash collection trains completed its work in Brooklyn.,,trash
11/8/22 4:27 AM,NYC,"BKLYN, QNS, A Train, Delays",Ozone Park-Lefferts Blvd-bound A trains and Far Rockaway-Mott Av-bound A trains are delayed while we troubleshoot a switch malfunction near Euclid Av.,Euclid Av,switch
11/8/22 4:01 AM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we request NYPD/EMS for people being disruptive at Rector St.,Rector St,EMS
11/8/22 3:14 AM,NYC,"MANH, 1 and 2 Trains, Local to Express",Northbound 1/2 trains are running with delays after track maintenance at Times Sq-42 St concluded. Northbound 1/2 trains have resumed running on the local track from 34 St-Penn Station to 72 St.,Times Sq-42 St concluded,track maintenance
11/8/22 3:09 AM,NYC,"MANH, A and E Trains, Delays",Northbound A/E trains are delayed while NYPD responds to an unauthorized person on the tracks at W 4 St-Wash Sq.,W 4 St-Wash Sq,unauthorized person
11/8/22 3:08 AM,NYC,"BKLYN, D, N, and R Trains, Delays",Northbound D/N/R trains are running with delays after we completed a rail replacement near 36 St. Northbound D/N/R trains have resumed running on the local track from 36 St to Atlantic Av-Barclays Ctr.,36 St,rail
11/8/22 2:33 AM,NYC,"MANH, 1 and 2 Trains, Local to Express","Northbound 1/2 trains are running express from 34 St-Penn Station to 72 St while we perform track maintenance at Times Sq-42 St. For service to/from bypassed stations, take a southbound train.",Times Sq-42 St,track maintenance
11/8/22 2:31 AM,NYC,"MANH, N Train, Part Suspended","Northbound N trains are not running from Manhattan to Queens while we address a mechanical problem on a train near Lexington Av/59 St. The last stop on northbound N trains will be Lexington Av/59 St, and return southbound for service. There is limited N service between Astoria-Ditmars Blvd and Queensboro Plaza in both directions. For service between Manhattan and Queens, take a 7 train. For service between Queensboro Plaza and Astoria-Ditmars Blvd, consider taking Q60, Q100 or Q101 buses.",Lexington Av/59 St,mechanical problem
11/8/22 2:26 AM,NYC,"BKLYN, D, N, and R Trains, Local to Express","Northbound D/N/R trains are running express from 36 St to Atlantic Av-Barclays Ctr while we replace a rail near 36 St For service to/from bypassed stations, take a southbound train.","36 St For service to/from bypassed stations, take a southbound train",rail
11/8/22 1:46 AM,NYC,"MANH, 6 Train, Delays",Southbound 6 are running with delays after we removed a train car that needs cleaning from service at 68 St-Hunter College.,68 St-Hunter College,cleaning
11/8/22 12:06 AM,NYC,"BKLYN, F Train, Delays",Northbound F trains are running with delays after NYPD and EMS assisted a person in need of medical help at Avenue X. Northbound F trains have resumed making regular stops from Coney Island-Stillwell Av to W 4 St-Wash Sq.,Avenue X,EMS
11/7/22 11:54 PM,NYC,"BKLYN, MANH, F Train, Trains Rerouted","Northbound F trains are running along the D line from Coney Island-Stillwell Av to W 4 St-Wash Sq. NYPD/EMS is responding to a person in need of medical help at Avenue X. As an alternative, consider taking G Q service.",Avenue X,EMS
11/7/22 11:33 PM,NYC,"BKLYN, F Train, Delays",Northbound F trains are delayed while we request NYPD assistance for a person being disruptive at Neptune Av.,Neptune Av,disruptive
11/7/22 11:18 PM,NYC,"MANH, A and F Trains, Delays",Southbound A/F trains are delayed while we investigate why a train's brakes were activated at Delancey St-Essex St.,Delancey St-Essex St,brake
11/7/22 10:55 PM,NYC,"QNS, E and F Trains, Delays",Southbound E/F trains are delayed while we request NYPD assistance for a person being disruptive at Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,disruptive
11/7/22 10:52 PM,NYC,"MANH, Q Train, Delays",Southbound Q trains are running with delays after we removed a train car with a door problem from service at 57 St-7 Av.,57 St-7 Av,door
11/7/22 9:54 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we investigate why a train's brakes activated at 116 St.,116 St,brake
11/7/22 9:23 PM,NYC,"MANH, A and D Trains, Delays",Northbound A/D trains are delayed while we address a door problem on a train at 59 St-Columbus Circle.,59 St-Columbus Circle,door
11/7/22 9:04 PM,NYC,"MANH, N and W Trains, Delays",Northbound N/W trains are delayed while we request EMS assistance for a person in need and remove a train from service at Lexington Av/59 St.,Lexington Av/59 St,EMS
11/7/22 7:42 PM,NYC,"MANH, A Train, Delays",Northbound A trains are running with delays after we moved a train with a door problem at 175 St.,175 St,door
11/7/22 7:23 PM,NYC,"BKLYN, D Train, Delays",Southbound D trains are running with delays after we removed debris from the tracks at Bay 50 St.,Bay 50 St,debris
11/7/22 7:00 PM,NYC,"MANH, A Train, Delays",Northbound A trains are delayed while we get medical help for someone in need at 34 St-Penn Station.,34 St-Penn Station,medical help
11/7/22 6:44 PM,NYC,"BKLYN, F Train, Delays",Southbound F trains are delayed while we investigate why a train's brakes activated near Church Av.,Church Av,brake
11/7/22 6:36 PM,NYC,"BKLYN, D and N Trains, Express to Local",Southbound D/N trains are running on the local track from DeKalb Av to 36 St (D)/59 St (N). We are investigating why a train's brakes activated near 36 St.,36 St,brake
11/7/22 5:12 PM,NYC,"BX, 2 and 5 Trains, Delays",Northbound 2/5 trains are delayed while we request NYPD for individuals being disruptive on a train at Gun Hill Rd.,Gun Hill Rd,disruptive
11/7/22 4:42 PM,NYC,"QNS, E and F Trains, Delays",Northbound E/F trains are running with delays after NYPD responded to and removed passengers being disruptive at Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,disruptive
11/7/22 4:37 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we removed a train with a mechanical problem from service at Brooklyn Bridge-City Hall.,Brooklyn Bridge-City Hall,mechanical problem
11/7/22 4:03 PM,NYC,"BX, 2 and 5 Trains, Delays",Northbound 2/5 trains are delayed while we remove a train car in need of cleaning from service at Bronx Park East.,Bronx Park East,remove a train
11/7/22 3:53 PM,NYC,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we investigate a report of vandalism on a train at Bergen St.,Bergen St,vandalism
11/7/22 3:45 PM,NYC,"MANH, A Train, Delays",Southbound A trains are running with delays after we removed a train car that needs cleaning from service at 190 St.,190 St,cleaning
11/7/22 3:25 PM,NYC,"BKLYN, C Train, Delays",Northbound C trains are delayed while NYPD responds to a passenger being disruptive at Franklin Av.,Franklin Av,disruptive
11/7/22 12:18 PM,NYC,"BKLYN, N Train, Delays",Northbound N trains are delayed while we investigate why a train's brakes activated leaving Coney Island-Stillwell Av.,Coney Island-Stillwell Av,brake
11/7/22 11:15 AM,NYC,"MANH, B and C Trains, Delays",Northbound B/C trains are running with delays after EMS responded to someone in need of medical help at 86 St. Northbound B/C trains have resumed making their regular stops.,86 St,EMS
11/7/22 11:07 AM,NYC,"BKLYN, G Train, Delays",G trains are delayed in both directions while we address a signal problem at Church Av.,Church Av,signal
11/7/22 11:05 AM,NYC,"BKLYN, N Train, Trains Rerouted",N trains are running along the D line in both directions between 36 St and Coney Island-Stillwell Av. We're investigating the cause of a loss of power near 18 Av.,18 Av,loss of power
11/7/22 10:54 AM,NYC,"MANH, B and C Trains, Local to Express","Northbound B/C trains are running express from 59 St-Columbus Circle to 125 St while EMS responds to someone in need of medical help at 86 St. If your station is skipped, take a southbound train.",86 St,EMS
11/7/22 8:57 AM,NYC,"MANH, B and C Trains, Delays",Southbound B/C trains are running with delays after NYPD assisted someone in need of medical help at 116 St. One southbound B train was rerouted via the express track from 125 St to 59 St-Columbus Circle.,116 St,someone in need
11/7/22 8:32 AM,NYC,"BKLYN, B Train, Express to Local",Northbound B trains are running on the local track from Brighton Beach to Kings Hwy while we address a signal problem near Brighton Beach.,Brighton Beach,signal
11/7/22 8:29 AM,NYC,"BKLYN, F and G Trains, Delays",Southbound F and Church Av-bound G trains are delayed while we investigate why a train's brakes activated at Smith-9 Sts.,Smith-9 Sts,brake
11/7/22 8:05 AM,NYC,"BKLYN, B Train, Delays",Southbound B trains are delayed while we investigate why a train's brakes activated near Kings Hwy.,Kings Hwy,brake
11/7/22 7:58 AM,NYC,"3 Train, Delays",Southbound 3 trains are delayed while EMS/NYPD respond to a conductor in need of assistance at Pennsylvania Av.,Pennsylvania Av,EMS
11/7/22 7:09 AM,NYC,"MANH, QNS, R Train, Trains Rerouted","There is no northbound R service at 5 Av/59 St, Lexington Av/59 St or Queens Plaza while we investigate a switch problem near Queens Plaza. Northbound R trains are running on the Q line from 57 St-7 Av to Lexington Av/63 St and then on the F line to 36 St (Queens). For service to 5 Av/59 St and Lexington Av/59 St, take N/W trains. For R service from 5 Av/59 St to Queens, take a southbound R train to 57 St-7 Av for a northbound R train. For R service from Lexington Av/59 St to Queens, take a southbound 6 train to 51 St and transfer to a Forest Hills-bound M train.","5 Av/59 St, Lexington Av/59 St or Queens Plaza while we investigate a switch problem near Queens Plaza",switch
11/7/22 5:13 AM,NYC,"MANH, A Train, Part Suspended","There is no A train service between 207 St and 168 St while crews remove debris from the tracks near Dyckman St. For service between Inwood-207 St and 168 St, consider using nearby 1 train service, Bx7 or M4 buses. Transfer between 1 and A trains at 168 St.",Dyckman St,remove debris
11/7/22 4:58 AM,NYC,"SI, SIR Train, Trip not running",The 6:04 AM SIR from Tottenville will not run. We're running as much service as we can with the train crews we have available.,,We're running as much service as we can
11/7/22 4:08 AM,NYC,"MANH, A and E Trains, Delays",Southbound A/E trains are delayed while NYPD responds to a person being disruptive at W 4 St-Wash Sq.,W 4 St-Wash Sq,disruptive
11/7/22 3:58 AM,NYC,"MANH, 4 Train, Delays",Northbound 4 trains are delayed while NYPD conducts an investigation at 125 St.,125 St,investigation
11/7/22 3:24 AM,NYC,"MANH, Q Train, Delays",Q trains are running with delays in both directions after we removed a vandalized train from service at 72 St.,72 St,vandalized
11/7/22 2:50 AM,NYC,"BKLYN, J Train, Delays","There is no J train service between Crescent St and Jamaica Center while NYPD conducts an investigation at Cypress Hills. The last stop on Jamaica Center-Parsons/Archer-bound J trains will be Crescent St, where they will turn for Broad St-bound service. For service between Crescent St and Jamaica Center-Parsons/Archer, consider using nearby Q24 or Q56 buses. Get a courtesy pass from a Station Agent to continue your trip.",Cypress Hills,investigation
11/7/22 2:19 AM,NYC,"BX, BKLYN, 2 and 3 Trains, Multiple Changes","Northbound 2 trains are running via 5 line from Nevins St to 149 St-Grand Concourse. 3 trains are delayed in both directions. We are performing urgent track maintenance near Central Park North (110 St). For uptown service, consider using 1 or nearby A/D trains. For service between Manhattan and the Bronx, consider using rerouted 2, 4 or D trains.",Central Park North (110 St),track maintenance
11/7/22 12:52 AM,NYC,"MANH, 1 and 2 Trains, Delays",Northbound 1/2 trains are delayed while crews address a mechanical problem on a train near 14 St.,14 St,mechanical problem
11/7/22 12:35 AM,NYC,"2 and 4 Trains, Local to Express","Southbound 2/4 trains are running express from Atlantic Av to Franklin Av while EMS responds to a customer in need on a train at Atlantic Av. For service to/from bypassed stops, take a northbound train.",Atlantic Av,EMS
11/6/22 11:28 PM,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are delayed while NYPD/EMS respond to a customer in need at 125 St.,125 St,EMS
11/6/22 11:10 PM,NYC,"MANH, 4 Train, Delays",Northbound 4 trains are delayed while NYPD/EMS responds to a person in need at 14 St-Union Sq.,14 St-Union Sq,EMS
11/6/22 10:44 PM,NYC,"SI, SIR Train, Delays",The following SIR trips will not run: From St George : 11:06 PM From Tottenville : 12:01 AM We are running as much service as we can with the train crews we have available.,,
11/6/22 10:20 PM,NYC,"BX, 4 Train, Local to Express","Northbound 4 trains are running express from 167 St to Burnside Av while we address a switch problem near Burnside Av. For service to/from bypassed stations, take a southbound train.",Burnside Av,switch
11/6/22 9:37 PM,NYC,"BX, 5 Train, Delays",Southbound 5 trains are delayed while NYPD responds to people being disruptive at 138 St-Grand Concourse.,138 St-Grand Concourse,disruptive
11/6/22 9:30 PM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are running with delays after we removed debris from the tracks at Central Park North (110 St).,Central Park North (110 St),debris
11/6/22 9:10 PM,NYC,"MANH, A, C, and E Trains, Delays",Southbound A/C/E trains are delayed while we remove a train in need of cleaning from service at 23 St.,23 St,remove a train
11/6/22 9:01 PM,NYC,"BX, 4 Train, Delays",Southbound 4 trains are delayed while NYPD conducts an investigation at 149 St-Grand Concourse.,149 St-Grand Concourse,investigation
11/6/22 8:47 PM,NYC,"MANH, D Train, Delays",Southbound D trains are delayed while we address a signal problem near 145 St.,145 St,signal
11/6/22 8:47 PM,NYC,"MANH, C Train, Delays",Southbound C trains are delayed while we request EMS assistance for a person in need and remove a train in need of cleaning from service at 96 St.,96 St,EMS
11/6/22 8:16 PM,NYC,"QNS, A Train, Delays",Far Rockaway-bound A trains are delayed while we investigate why a train's brakes activated at Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
11/6/22 7:53 PM,NYC,"BX, 4 Train, Delays",Northbound 4 trains are delayed while we remove a vandalized car from service at 149 St-Grand Concourse.,149 St-Grand Concourse,vandalized
