index,date,agency,subject,message,station,cause
2371,11/8/22 11:24,NYC,"BX, 2 and 5 Trains, Local to Express",Southbound 2/5 trains are running express from E 180 St to 3 Av-149 St while we move work equipment into place at West Farms Sq-E Tremont Av.,West Farms Sq-E Tremont Av,na
2372,11/8/22 10:43,NYC,"MANH, N, Q, R, and W Trains, Multiple Changes","Northbound N/R/W trains are disrupted in Manhattan while we perform signal maintenance at 5 Av/59 St. Northbound R trains are running on the Q line from 57 St-7 Av to Lexington Av/63 St, then along the F line to 36 St. Some northbound W trains are running on the Q line from 57 St-7 Av to 96 St. Expect delays in N/Q/R/W service in both directions at this time.",5 Av/59 St,signal
2375,11/8/22 10:26,NYC,"MANH, 1, 2, and 3 Trains, Multiple Changes","Southbound 1 trains running express from 14 St to Chambers St while we investigate what caused a train's brakes to be activated at 14 St. For service to/from bypassed stops, take a northbound train. Expect delays in southbound 2/3 service while they share the track with rerouted trains.",14 St,brake
2378,11/8/22 10:16,NYC,"BX, BKLYN, 2, 4, and 5 Trains, Multiple Changes",Southbound 5 trains are running via the 2 line from 149 St-Grand Concourse to Nevins St. Southbound 4 trains are delayed. We are requesting NYPD assistance for an unauthorized individual on the tracks at Bowling Green. Expect delays in southbound 2 service while they share the track with rerouted trains.,Bowling Green,unauthorized person
2380,11/8/22 9:53,NYC,"E and M Trains, Delays",Northbound E and 71 Av-bound M trains are running with delays after multiple trains had their brakes activated in the tunnel between Manhattan and Queens.,na,brake
2388,11/8/22 7:48,NYC,"MANH, J Train, Delays",J trains are running with delays in both directions after NYPD removed someone who was being disruptive on a train at Broad St.,Broad St,disruptive
2389,11/8/22 7:43,NYC,"MANH, 1 Train, Local to Express","Southbound 1 trains are running on the express track from 137 St to 96 St while we investigate why a train's brakes were activated at 103 St. For service to/from missed stops, take a northbound train.",103 St,brake
2392,11/8/22 7:42,NYC,"MANH, A Train, Express to Local",Southbound A trains are running on the local track from 59 St-Columbus Circle to Canal St. NYPD is responding to someone who is being disruptive at 59 St-Columbus Circle.,59 St-Columbus Circle,disruptive
2394,11/8/22 7:15,NYC,"MANH, B and D Trains, Delays",Southbound B/D trains are running with delays after we removed a train with a mechanical problem from service at 34 St-Herald Sq.,34 St-Herald Sq,mechanical problem
2397,11/8/22 6:58,NYC,"MANH, J Train, Part Suspended",There is no J service between Broad St and Chambers St while we request NYPD assistance for an individual being disruptive on a train at Broad St. The last stop on Broad St-bound J trains will be Chambers St.,Broad St,disruptive
2399,11/8/22 6:49,NYC,"BKLYN, MANH, F, N, Q, R, and W Trains, Multiple Changes","Northbound R trains running via Q line from 57 St-7 Av to Lexington Av/63 St, then via F to 36 St. Northbound N/W trains are delayed. We are conducting switch maintenance near 5 Av/59 St.",5 Av/59 St,switch
2400,11/8/22 6:41,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are delayed while we investigate a door problem on a train at Canal St.,Canal St,door
2401,11/8/22 6:36,NYC,"QNS, E, M, and R Trains, Delays",Forest Hills-71 Av-bound M/R/E trains are running with delays after we requested NYPD assistance for an individual being disruptive at Roosevelt Ave.,Roosevelt Ave,disruptive
2403,11/8/22 6:08,NYC,"BKLYN, MANH, A and C Trains, Delays",168 St-bound C and Inwood-207 St-bound A trains running with delays after NYPD responded to someone being disruptive on a train at Jay St-MetroTech.,Jay St-MetroTech,disruptive
2405,11/8/22 5:06,NYC,"Q Train, Delays",Northbound Q trains are running with delays after one of our trash collection trains completed its work in Brooklyn.,na,trash
2407,11/8/22 4:27,NYC,"BKLYN, QNS, A Train, Delays",Ozone Park-Lefferts Blvd-bound A trains and Far Rockaway-Mott Av-bound A trains are delayed while we troubleshoot a switch malfunction near Euclid Av.,Euclid Av,switch
2409,11/8/22 4:01,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we request NYPD/EMS for people being disruptive at Rector St.,Rector St,EMS
2411,11/8/22 3:14,NYC,"MANH, 1 and 2 Trains, Local to Express",Northbound 1/2 trains are running with delays after track maintenance at Times Sq-42 St concluded. Northbound 1/2 trains have resumed running on the local track from 34 St-Penn Station to 72 St.,Times Sq-42 St concluded,track maintenance
2412,11/8/22 3:09,NYC,"MANH, A and E Trains, Delays",Northbound A/E trains are delayed while NYPD responds to an unauthorized person on the tracks at W 4 St-Wash Sq.,W 4 St-Wash Sq,unauthorized person
2413,11/8/22 3:08,NYC,"BKLYN, D, N, and R Trains, Delays",Northbound D/N/R trains are running with delays after we completed a rail replacement near 36 St. Northbound D/N/R trains have resumed running on the local track from 36 St to Atlantic Av-Barclays Ctr.,36 St,rail
2415,11/8/22 2:33,NYC,"MANH, 1 and 2 Trains, Local to Express","Northbound 1/2 trains are running express from 34 St-Penn Station to 72 St while we perform track maintenance at Times Sq-42 St. For service to/from bypassed stations, take a southbound train.",Times Sq-42 St,track maintenance
2416,11/8/22 2:31,NYC,"MANH, N Train, Part Suspended","Northbound N trains are not running from Manhattan to Queens while we address a mechanical problem on a train near Lexington Av/59 St. The last stop on northbound N trains will be Lexington Av/59 St, and return southbound for service. There is limited N service between Astoria-Ditmars Blvd and Queensboro Plaza in both directions. For service between Manhattan and Queens, take a 7 train. For service between Queensboro Plaza and Astoria-Ditmars Blvd, consider taking Q60, Q100 or Q101 buses.",Lexington Av/59 St,mechanical problem
2417,11/8/22 2:26,NYC,"BKLYN, D, N, and R Trains, Local to Express","Northbound D/N/R trains are running express from 36 St to Atlantic Av-Barclays Ctr while we replace a rail near 36 St For service to/from bypassed stations, take a southbound train.",36 St,rail
2418,11/8/22 1:46,NYC,"MANH, 6 Train, Delays",Southbound 6 are running with delays after we removed a train car that needs cleaning from service at 68 St-Hunter College.,68 St-Hunter College,cleaning
2420,11/8/22 0:06,NYC,"BKLYN, F Train, Delays",Northbound F trains are running with delays after NYPD and EMS assisted a person in need of medical help at Avenue X. Northbound F trains have resumed making regular stops from Coney Island-Stillwell Av to W 4 St-Wash Sq.,Avenue X,EMS
2421,11/7/22 23:54,NYC,"BKLYN, MANH, F Train, Trains Rerouted","Northbound F trains are running along the D line from Coney Island-Stillwell Av to W 4 St-Wash Sq. NYPD/EMS is responding to a person in need of medical help at Avenue X. As an alternative, consider taking G Q service.",Avenue X,EMS
2425,11/7/22 23:33,NYC,"BKLYN, F Train, Delays",Northbound F trains are delayed while we request NYPD assistance for a person being disruptive at Neptune Av.,Neptune Av,disruptive
2426,11/7/22 23:18,NYC,"MANH, A and F Trains, Delays",Southbound A/F trains are delayed while we investigate why a train's brakes were activated at Delancey St-Essex St.,Delancey St-Essex St,brake
2428,11/7/22 22:55,NYC,"QNS, E and F Trains, Delays",Southbound E/F trains are delayed while we request NYPD assistance for a person being disruptive at Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,disruptive
2429,11/7/22 22:52,NYC,"MANH, Q Train, Delays",Southbound Q trains are running with delays after we removed a train car with a door problem from service at 57 St-7 Av.,57 St-7 Av,door
2431,11/7/22 21:54,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we investigate why a train's brakes activated at 116 St.,116 St,brake
2433,11/7/22 21:23,NYC,"MANH, A and D Trains, Delays",Northbound A/D trains are delayed while we address a door problem on a train at 59 St-Columbus Circle.,59 St-Columbus Circle,door
2435,11/7/22 21:04,NYC,"MANH, N and W Trains, Delays",Northbound N/W trains are delayed while we request EMS assistance for a person in need and remove a train from service at Lexington Av/59 St.,Lexington Av/59 St,EMS
2436,11/7/22 19:42,NYC,"MANH, A Train, Delays",Northbound A trains are running with delays after we moved a train with a door problem at 175 St.,175 St,door
2437,11/7/22 19:23,NYC,"BKLYN, D Train, Delays",Southbound D trains are running with delays after we removed debris from the tracks at Bay 50 St.,Bay 50 St,debris
2441,11/7/22 19:00,NYC,"MANH, A Train, Delays",Northbound A trains are delayed while we get medical help for someone in need at 34 St-Penn Station.,34 St-Penn Station,medical help
2446,11/7/22 18:44,NYC,"BKLYN, F Train, Delays",Southbound F trains are delayed while we investigate why a train's brakes activated near Church Av.,Church Av,brake
2447,11/7/22 18:36,NYC,"BKLYN, D and N Trains, Express to Local",Southbound D/N trains are running on the local track from DeKalb Av to 36 St (D)/59 St (N). We are investigating why a train's brakes activated near 36 St.,36 St,brake
2449,11/7/22 17:12,NYC,"BX, 2 and 5 Trains, Delays",Northbound 2/5 trains are delayed while we request NYPD for individuals being disruptive on a train at Gun Hill Rd.,Gun Hill Rd,disruptive
2450,11/7/22 16:42,NYC,"QNS, E and F Trains, Delays",Northbound E/F trains are running with delays after NYPD responded to and removed passengers being disruptive at Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,disruptive
2451,11/7/22 16:37,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we removed a train with a mechanical problem from service at Brooklyn Bridge-City Hall.,Brooklyn Bridge-City Hall,mechanical problem
2453,11/7/22 16:03,NYC,"BX, 2 and 5 Trains, Delays",Northbound 2/5 trains are delayed while we remove a train car in need of cleaning from service at Bronx Park East.,Bronx Park East,cleaning
2455,11/7/22 15:53,NYC,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we investigate a report of vandalism on a train at Bergen St.,Bergen St,vandalism
2456,11/7/22 15:45,NYC,"MANH, A Train, Delays",Southbound A trains are running with delays after we removed a train car that needs cleaning from service at 190 St.,190 St,cleaning
2458,11/7/22 15:25,NYC,"BKLYN, C Train, Delays",Northbound C trains are delayed while NYPD responds to a passenger being disruptive at Franklin Av.,Franklin Av,disruptive
2460,11/7/22 12:18,NYC,"BKLYN, N Train, Delays",Northbound N trains are delayed while we investigate why a train's brakes activated leaving Coney Island-Stillwell Av.,Coney Island-Stillwell Av,brake
2462,11/7/22 11:15,NYC,"MANH, B and C Trains, Delays",Northbound B/C trains are running with delays after EMS responded to someone in need of medical help at 86 St. Northbound B/C trains have resumed making their regular stops.,86 St,EMS
2463,11/7/22 11:07,NYC,"BKLYN, G Train, Delays",G trains are delayed in both directions while we address a signal problem at Church Av.,Church Av,signal
2464,11/7/22 11:05,NYC,"BKLYN, N Train, Trains Rerouted",N trains are running along the D line in both directions between 36 St and Coney Island-Stillwell Av. We're investigating the cause of a loss of power near 18 Av.,18 Av,loss of power
2465,11/7/22 10:54,NYC,"MANH, B and C Trains, Local to Express","Northbound B/C trains are running express from 59 St-Columbus Circle to 125 St while EMS responds to someone in need of medical help at 86 St. If your station is skipped, take a southbound train.",86 St,EMS
2468,11/7/22 8:57,NYC,"MANH, B and C Trains, Delays",Southbound B/C trains are running with delays after NYPD assisted someone in need of medical help at 116 St. One southbound B train was rerouted via the express track from 125 St to 59 St-Columbus Circle.,116 St,someone in need
2472,11/7/22 8:32,NYC,"BKLYN, B Train, Express to Local",Northbound B trains are running on the local track from Brighton Beach to Kings Hwy while we address a signal problem near Brighton Beach.,Brighton Beach,signal
2473,11/7/22 8:29,NYC,"BKLYN, F and G Trains, Delays",Southbound F and Church Av-bound G trains are delayed while we investigate why a train's brakes activated at Smith-9 Sts.,Smith-9 Sts,brake
2479,11/7/22 8:05,NYC,"BKLYN, B Train, Delays",Southbound B trains are delayed while we investigate why a train's brakes activated near Kings Hwy.,Kings Hwy,brake
2481,11/7/22 7:58,NYC,"3 Train, Delays",Southbound 3 trains are delayed while EMS/NYPD respond to a conductor in need of assistance at Pennsylvania Av.,Pennsylvania Av,EMS
2484,11/7/22 7:09,NYC,"MANH, QNS, R Train, Trains Rerouted","There is no northbound R service at 5 Av/59 St, Lexington Av/59 St or Queens Plaza while we investigate a switch problem near Queens Plaza. Northbound R trains are running on the Q line from 57 St-7 Av to Lexington Av/63 St and then on the F line to 36 St (Queens). For service to 5 Av/59 St and Lexington Av/59 St, take N/W trains. For R service from 5 Av/59 St to Queens, take a southbound R train to 57 St-7 Av for a northbound R train. For R service from Lexington Av/59 St to Queens, take a southbound 6 train to 51 St and transfer to a Forest Hills-bound M train.",Queens Plaza,switch
2486,11/7/22 5:13,NYC,"MANH, A Train, Part Suspended","There is no A train service between 207 St and 168 St while crews remove debris from the tracks near Dyckman St. For service between Inwood-207 St and 168 St, consider using nearby 1 train service, Bx7 or M4 buses. Transfer between 1 and A trains at 168 St.",Dyckman St,remove debris
2487,11/7/22 4:58,NYC,"SI, SIR Train, Trip not running",The 6:04 AM SIR from Tottenville will not run. We're running as much service as we can with the train crews we have available.,na,We're running as much service as we can
2490,11/7/22 4:08,NYC,"MANH, A and E Trains, Delays",Southbound A/E trains are delayed while NYPD responds to a person being disruptive at W 4 St-Wash Sq.,W 4 St-Wash Sq,disruptive
2492,11/7/22 3:58,NYC,"MANH, 4 Train, Delays",Northbound 4 trains are delayed while NYPD conducts an investigation at 125 St.,125 St,investigation
2496,11/7/22 3:24,NYC,"MANH, Q Train, Delays",Q trains are running with delays in both directions after we removed a vandalized train from service at 72 St.,72 St,vandalized
2498,11/7/22 2:50,NYC,"BKLYN, J Train, Delays","There is no J train service between Crescent St and Jamaica Center while NYPD conducts an investigation at Cypress Hills. The last stop on Jamaica Center-Parsons/Archer-bound J trains will be Crescent St, where they will turn for Broad St-bound service. For service between Crescent St and Jamaica Center-Parsons/Archer, consider using nearby Q24 or Q56 buses. Get a courtesy pass from a Station Agent to continue your trip.",Cypress Hills,investigation
2499,11/7/22 2:19,NYC,"BX, BKLYN, 2 and 3 Trains, Multiple Changes","Northbound 2 trains are running via 5 line from Nevins St to 149 St-Grand Concourse. 3 trains are delayed in both directions. We are performing urgent track maintenance near Central Park North (110 St). For uptown service, consider using 1 or nearby A/D trains. For service between Manhattan and the Bronx, consider using rerouted 2, 4 or D trains.",Central Park North (110 St),track maintenance
2503,11/7/22 0:52,NYC,"MANH, 1 and 2 Trains, Delays",Northbound 1/2 trains are delayed while crews address a mechanical problem on a train near 14 St.,14 St,mechanical problem
2504,11/7/22 0:35,NYC,"2 and 4 Trains, Local to Express","Southbound 2/4 trains are running express from Atlantic Av to Franklin Av while EMS responds to a customer in need on a train at Atlantic Av. For service to/from bypassed stops, take a northbound train.",Atlantic Av,EMS
2508,11/6/22 23:28,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are delayed while NYPD/EMS respond to a customer in need at 125 St.,125 St,EMS
2510,11/6/22 23:10,NYC,"MANH, 4 Train, Delays",Northbound 4 trains are delayed while NYPD/EMS responds to a person in need at 14 St-Union Sq.,14 St-Union Sq,EMS
2511,11/6/22 22:44,NYC,"SI, SIR Train, Delays",The following SIR trips will not run: From St George : 11:06 PM From Tottenville : 12:01 AM We are running as much service as we can with the train crews we have available.,na,na
2512,11/6/22 22:20,NYC,"BX, 4 Train, Local to Express","Northbound 4 trains are running express from 167 St to Burnside Av while we address a switch problem near Burnside Av. For service to/from bypassed stations, take a southbound train.",Burnside Av,switch
2514,11/6/22 21:37,NYC,"BX, 5 Train, Delays",Southbound 5 trains are delayed while NYPD responds to people being disruptive at 138 St-Grand Concourse.,138 St-Grand Concourse,disruptive
2516,11/6/22 21:30,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are running with delays after we removed debris from the tracks at Central Park North (110 St).,Central Park North (110 St),debris
2518,11/6/22 21:10,NYC,"MANH, A, C, and E Trains, Delays",Southbound A/C/E trains are delayed while we remove a train in need of cleaning from service at 23 St.,23 St,cleaning
2519,11/6/22 21:01,NYC,"BX, 4 Train, Delays",Southbound 4 trains are delayed while NYPD conducts an investigation at 149 St-Grand Concourse.,149 St-Grand Concourse,investigation
2522,11/6/22 20:47,NYC,"MANH, D Train, Delays",Southbound D trains are delayed while we address a signal problem near 145 St.,145 St,signal
2523,11/6/22 20:47,NYC,"MANH, C Train, Delays",Southbound C trains are delayed while we request EMS assistance for a person in need and remove a train in need of cleaning from service at 96 St.,96 St,EMS
2525,11/6/22 20:16,NYC,"QNS, A Train, Delays",Far Rockaway-bound A trains are delayed while we investigate why a train's brakes activated at Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
2528,11/6/22 19:53,NYC,"BX, 4 Train, Delays",Northbound 4 trains are delayed while we remove a vandalized car from service at 149 St-Grand Concourse.,149 St-Grand Concourse,vandalized
2529,11/6/22 19:47,NYC,"QNS, A Train, Delays",Far Rockaway-Mott Av-bound A trains are delayed while we investigate why a train's brakes were activated at Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
2531,11/6/22 18:43,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we request NYPD assistance with a person being disruptive at Times Sq-42 St.,Times Sq-42 St,disruptive
2534,11/6/22 18:23,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we request NYPD assistance with a person being disruptive at Times Sq-42 St.,Times Sq-42 St,disruptive
2535,11/6/22 18:22,NYC,"MANH, F Train, Delays",Southbound F trains are delayed while we request EMS assistance for a person in need at 14 St.,14 St,EMS
2538,11/6/22 18:01,NYC,"QNS, E, F, and R Trains, Delays",Northbound E/F/R trains are delayed while we remove a train car in need of cleaning from service at Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,cleaning
2539,11/6/22 17:58,NYC,"QNS, A Train, Slow Speeds",Northbound A trains are running at slower speeds while we address a signal problem near 88 St.,88 St,signal
2541,11/6/22 17:50,NYC,"MANH, 7 Train, Delays",34 St-Hudson Yards-bound 7 trains are running with delays after we addressed a door problem on a train at Times Sq-42 St.,Times Sq-42 St,door
2542,11/6/22 17:50,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we request EMS assistance for a person in need at 86 St.,86 St,EMS
2545,11/6/22 16:19,NYC,"BKLYN, C Train, Delays",Northbound C trains are delayed while we request EMS assistance for a person in need and remove a train from service at Shepherd Av.,Shepherd Av,EMS
2550,11/6/22 15:11,NYC,"QNS, E, F, M, and R Trains, Delays",Jamaica-bound E/F and 71 Av-bound M/R trains are delayed while we request NYPD assistance with a person being disruptive at Steinway St.,Steinway St,disruptive
2552,11/6/22 12:48,NYC,"QNS, 7 Train, Delays",Flushing-bound 7 trains are running with delays after we moved a train that had its brakes activated at 74 St-Broadway.,74 St-Broadway,brake
2555,11/6/22 11:33,NYC,"BKLYN, A and C Trains, Delays",Northbound A/C trains are delayed while we investigate a loss of third-rail power near Broadway Junction.,Broadway Junction,loss of power
2557,11/6/22 11:16,NYC,"MANH, A and D Trains, Delays",Southbound A/D trains are delayed while we address a door problem on a train at 125 St.,125 St,door
2560,11/6/22 10:02,NYC,"BKLYN, L Train, Delays",8 Av-bound L trains are delayed while we remove a train that had its brakes activated from service at Atlantic Av.,Atlantic Av,brake
2563,11/6/22 9:17,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are delayed while we investigate what caused a train's brakes to activate at Canal St.,Canal St,brake
2564,11/6/22 9:11,NYC,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we address a door problem on a train at Hoyt St.,Hoyt St,door
2567,11/6/22 8:27,NYC,"QNS, 7 Train, Delays",Hudson Yards-bound 7 trains are delayed while we remove a train in need of cleaning from service at 111 St.,111 St,cleaning
2569,11/6/22 7:39,NYC,"MANH, A, C, and F Trains, Delays",Southbound A/C/F trains are delayed while we remove a train with a door problem from service at Delancey St-Essex St.,Delancey St-Essex St,door
2573,11/6/22 6:16,NYC,"BKLYN, A Train, Delays",Northbound A trains are delayed while we remove a vandalized train car from service at Hoyt-Schermerhorn Sts.,Hoyt-Schermerhorn Sts,vandalized
2574,11/6/22 3:13,NYC,"MANH, 3 Train, Delays",Northbound 3 trains are running with delays after track maintenance near 50 St concluded. Northbound 3 have resumed running on the express track from Times Sq-42 St to 72 St,50 St,track maintenance
2576,11/6/22 2:41,NYC,"A, D, E, and F Trains, Delays",A/D/E/F trains are delayed in both directions while we investigate a temporary loss of third-rail power in Manhattan.,na,loss of power
2580,11/6/22 2:10,NYC,"MANH, 3 Train, Express to Local",Northbound 3 trains are running on the local track from Times Sq-42 St to 72 St while we perform track maintenance near 50 St. Expect delays in 1/2 trains while they share the tracks with rerouted trains.,50 St,track maintenance
2581,11/6/22 2:10,NYC,"QNS, 7 Train, Delays",Flushing-Main St-bound 7 trains are delayed while we investigate a report of an unauthorized person on the tracks at 40 St-Lowery St.,40 St-Lowery St,unauthorized person
2582,11/6/22 2:05,NYC,"MANH, E Train, Delays",Northbound E trains are delayed while we investigate why a train's brakes were activated at W 4 St-Wash Sq.,W 4 St-Wash Sq,brake
2583,11/6/22 1:53,NYC,"A, D, E, and F Trains, Delays",A/E/D/F trains are running with delays in both directions after we restored third-rail power in Manhattan.,na,loss of power
2585,11/6/22 0:20,NYC,"MANH, A Train, Delays",Northbound A trains are delayed while we investigate why a train's brakes were activated at Cathedral Pkwy (110 St).,Cathedral Pkwy (110 St),brake
2587,11/5/22 23:46,NYC,"BKLYN, MANH, J Train, Delays",Broad St-bound J trains are delayed while we investigate why a train's brakes were activated at Kosciuszko St.,Kosciuszko St,brake
2588,11/5/22 23:22,NYC,"BKLYN, N Train, Delays",Northbound N trains are running with delays after we removed a train car in need of cleaning from service at DeKalb Av.,DeKalb Av,cleaning
2589,11/5/22 22:50,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are running with delays after we removed a train with a door malfunction from service at 14 St-Union Sq.,14 St-Union Sq,door
2591,11/5/22 22:22,NYC,"QNS, A Train, Delays",Southbound A trains are delayed while we investigate why a train's brakes were activated near Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
2593,11/5/22 21:46,NYC,"QNS, A Train, Delays",Northbound A trains are delayed while we investigate why a train's brakes were activated near Rockaway Blvd.,Rockaway Blvd,brake
2595,11/5/22 19:23,NYC,"MANH, N and R Trains, Delays",Northbound N/R trains are delayed while we address a switch problem near Lexington Av/59 St.,Lexington Av/59 St,switch
2597,11/5/22 18:32,NYC,"MANH, A Train, Local to Express","Northbound A trains are running express from 125 St to 145 St because of a switch issue at 125 St. For service to/from 135 St, take a southbound train.",125 St,switch
2602,11/5/22 18:04,NYC,"BX, 6 Train, Local to Express","Southbound 6 trains are running express from Hunts Point Av to 3 Av-138 St while EMS responds to a person in need at E 143 St-St Mary's St. For service to/from bypassed stops, take a northbound train.",E 143 St-St Mary's St,EMS
2603,11/5/22 17:57,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are delayed while NYPD responds to a person being disruptive on a train at 59 St.,59 St,disruptive
2606,11/5/22 17:25,NYC,"BX, 6 Train, Local to Express","Northbound 6 trains are running express from Hunts Point Av to Parkchester while we investigate why a train's brakes were activated near Morrison Av. For service to/from bypassed stops, take a southbound train.",Morrison Av,brake
2607,11/5/22 17:18,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after NYPD responded to a person being disruptive on a train at 34 St-Penn Station.,34 St-Penn Station,disruptive
2609,11/5/22 16:58,NYC,"MANH, N, Q, and R Trains, Delays",Southbound N/Q/R trains are running with delays after we addressed a door problem on a train at Canal St.,Canal St,door
2610,11/5/22 16:28,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while EMS responds to a person in need on a train at Broadway-Lafayette St.,Broadway-Lafayette St,EMS
2611,11/5/22 16:20,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are running with delays after NYPD performed an investigation at 59 St.,59 St,investigation
2613,11/5/22 16:06,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are running with delays after we addressed a door problem on a train at Fulton St.,Fulton St,door
2614,11/5/22 16:03,NYC,"QNS, Rockaway Park S Train, Delays",Rockaway Park Shuttle trains are delayed in both directions while we investigate why a train's brakes were activated near Rockaway Park-Beach 116 St.,Rockaway Park-Beach 116 St,brake
2615,11/5/22 14:54,NYC,"MANH, QNS, 7 Train, Delays",34 St-Hudson Yards-bound 7 trains are running with delays after we moved a train with a mechanical problem at 111 St.,111 St,mechanical problem
2617,11/5/22 14:31,NYC,"BKLYN, Q Train, Delays",Prospect Park-bound Q trains are delayed while we request NYPD assistance for someone being disruptive at DeKalb Av.,DeKalb Av,disruptive
2620,11/5/22 13:58,NYC,"A and C Trains, Delays",A/C trains are delayed while we conduct emergency track repairs in Manhattan.,na,track maintenance
2621,11/5/22 12:52,NYC,"BKLYN, F Train, Delays",Southbound F trains are running with delays after EMS responded to someone in need of assistance on a train at Jay St-MetroTech.,Jay St-MetroTech,EMS
2624,11/5/22 12:29,NYC,"BKLYN, F Train, Delays",Southbound F trains are delayed while we request EMS for someone in need of assistance on a train at Jay St-MetroTech.,Jay St-MetroTech,EMS
2626,11/5/22 12:14,NYC,"QNS, F Train, Delays",Southbound F trains are delayed while we request EMS for someone in need of assistance at Sutphin Blvd.,Sutphin Blvd,EMS
2629,11/5/22 11:47,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we remove a vandalized train from service at 116 St.,116 St,vandalized
2630,11/5/22 11:31,NYC,"QNS, A Train, Delays",Far Rockaway-Mott Av-bound A trains are delayed while we investigate what caused a train's brakes to be activated near Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
2631,11/5/22 11:28,NYC,"MANH, A, C, and F Trains, Delays",Southbound A/C/F trains are running with delays after we addressed a switch problem at 2 Av.,2 Av,switch
2634,11/5/22 10:06,NYC,"MANH, F Train, Delays",Southbound F trains are running with delays while we address a switch problem at 2 Av.,2 Av,switch
2636,11/5/22 9:29,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are delayed while NYPD conducts an investigation at 125 St.,125 St,investigation
2638,11/5/22 9:17,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while we remove a train with a mechanical problem from service at 34 St-Herald Sq. Planned Work Reminder D trains are not running between Atlantic Av-Barclays Ctr and Norwood-205 St. D trains are running via the C between 145 St to Norwood-205 St.,34 St-Herald Sq,mechanical problem
2640,11/5/22 8:49,NYC,"BKLYN, A Train, Delays",Queens-bound A trains are delayed while we remove a train with a mechanical problem from service at Euclid Av.,Euclid Av,mechanical problem
2642,11/5/22 7:31,NYC,"MANH, A, C, D, E, and F Trains, Trains Rerouted","Northbound A/C running via F from W 4 St to 34 St, then via D to 59 St-Columbus Circle. Northbound E via F W 4 St to Rockefeller Ctr. We are investigating what caused a train's brakes to be activated at W 4 St-Wash Sq. All northbound trains will be arriving on the lower level at W 4 St-Wash Sq.",W 4 St-Wash Sq,brake
2645,11/5/22 6:59,NYC,"BKLYN, MANH, C Train, Delays",Euclid Av-bound C trains are delayed while we investigate what caused a train's brakes to activate at 145 St.,145 St,brake
2646,11/5/22 6:54,NYC,"BKLYN, Franklin Av S Train, Delays",FS trains are delayed in both directions while we investigate a mechanical problem on a train at Prospect Park.,Prospect Park,mechanical problem
2648,11/5/22 6:28,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we addressed a door problem on a train at 103 St.,103 St,door
2653,11/5/22 4:55,NYC,"QNS, E Train, Delays",Jamaica Center-Parsons/Archer-bound E trains are delayed while we perform track maintenance at 36 St.,36 St,track maintenance
2654,11/5/22 4:30,NYC,"BKLYN, G Train, Slow Speeds",Southbound G trains are moving at slower speeds near Metropolitan Av while we investigate a signal problem in the area.,Metropolitan Av,signal
2655,11/5/22 4:22,NYC,"MANH, 4 and 6 Trains, Delays",Northbound 4/6 trains are running with delays after we investigated reports of people being disruptive at 23 St.,23 St,disruptive
2657,11/5/22 3:17,NYC,"QNS, A Train, Delays",Southbound A trains are delayed while we investigate why a train's brakes were activated at Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
2658,11/5/22 2:55,NYC,"BKLYN, 2 and 4 Trains, Delays",2/4 trains are delayed in both directions while we perform track maintenance at Franklin Av-Medgar Evers College.,Franklin Av-Medgar Evers College,track maintenance
2660,11/5/22 2:10,NYC,"BKLYN, A Train, Delays",Southbound A trains are delayed while we request NYPD for a person being disruptive aboard a train at Grant Av.,Grant Av,disruptive
